11/1,Suns,Wizards,525,-750
11/1,Bucks,Hornets,145,-170
11/1,Hawks,76ers,260,-330
11/1,Pacers,Cavaliers,400,-550
11/1,Kings,Celtics,600,-900
11/1,Bulls,Heat,375,-500
11/1,Magic,Grizzlies,125,-145
11/1,Rockets,Knicks,-250,200
11/1,Timberwolves,Pelicans,115,-135
11/1,Raptors,Nuggets,105,-125
11/1,Trail Blazers,Jazz,145,-170
11/1,Mavericks,Clippers,425,-600
11/2,Warriors,Spurs,-350,275
11/2,Lakers,Trail Blazers,190,-240
11/3,Cavaliers,Wizards,135,-155
11/3,Bulls,Magic,275,-350
11/3,Bucks,Pistons,100,-120
11/3,Pacers,76ers,170,-200
11/3,Rockets,Hawks,-420,320
11/3,Suns,Knicks,160,-190
11/3,Hornets,Spurs,165,-195
11/3,Pelicans,Mavericks,-200,170
11/3,Raptors,Jazz,110,-130
11/3,Heat,Nuggets,190,-240
11/3,Celtics,Thunder,210,-260
11/3,Nets,Lakers,135,-155
11/4,Grizzlies,Clippers,180,-220
11/4,Kings,Pistons,325,-425
11/4,Pelicans,Bulls,-220,180
11/4,Mavericks,Timberwolves,600,-900
11/4,Warriors,Nuggets,-430,330
11/5,Hawks,Cavaliers,650,-1000
11/5,Heat,Clippers,190,-240
11/5,Wizards,Raptors,220,-270
11/5,Celtics,Magic,-155,135
11/5,Jazz,Rockets,200,-250
11/5,Suns,Spurs,425,-600
11/5,Pacers,Knicks,-110,-110
11/5,Hornets,Timberwolves,160,-190
11/5,Thunder,Trail Blazers,-155,135
11/5,Grizzlies,Lakers,-140,120
11/6,Celtics,Hawks,-350,275
11/6,Nets,Suns,-110,-110
11/6,Heat,Warriors,950,-1800
11/7,Bucks,Cavaliers,180,-220
11/7,Mavericks,Wizards,425,-600
11/7,Pelicans,Pacers,-120,100
11/7,Bulls,Raptors,575,-850
11/7,Hornets,Knicks,-135,115
11/7,Clippers,Spurs,155,-185
11/7,76ers,Jazz,215,-265
11/7,Nets,Nuggets,650,-1000
11/7,Grizzlies,Trail Blazers,120,-140
11/7,Thunder,Kings,-700,500
11/8,Knicks,Magic,300,-400
11/8,Pacers,Pistons,225,-275
11/8,Lakers,Celtics,240,-300
11/8,Heat,Suns,-240,190
11/8,Timberwolves,Warriors,300,-400
11/9,Lakers,Wizards,400,-550
11/9,Pelicans,Raptors,180,-220
11/9,Cavaliers,Rockets,185,-230
11/9,76ers,Kings,-250,200
11/9,Thunder,Nuggets,-135,115
11/10,Hawks,Pistons,260,-330
11/10,Hornets,Celtics,125,-145
11/10,Pacers,Bulls,-155,135
11/10,Bucks,Spurs,170,-200
11/10,Magic,Suns,-170,145
11/10,Heat,Jazz,125,-145
11/10,Clippers,Thunder,190,-240
11/10,Nets,Trail Blazers,330,-430
11/11,Hawks,Wizards,400,-550
11/11,Clippers,Pelicans,200,-250
11/11,Grizzlies,Rockets,230,-280
11/11,Kings,Knicks,215,-265
11/11,Cavaliers,Mavericks,-250,200
11/11,Lakers,Bucks,210,-260
11/11,76ers,Warriors,800,-1400
11/11,Bulls,Spurs,450,-650
11/11,Magic,Nuggets,310,-410
11/11,Nets,Jazz,240,-300
11/11,Timberwolves,Suns,-550,400
11/12,Raptors,Celtics,-160,140
11/12,Heat,Pistons,115,-135
11/12,Rockets,Pacers,-180,150
11/12,Mavericks,Thunder,450,-650
11/13,Kings,Wizards,534,-750
11/13,Cavaliers,Knicks,-225,188
11/13,Grizzlies,Bucks,151,-175
11/13,Hawks,Pelicans,384,-500
11/13,Timberwolves,Jazz,-145,125
11/13,Lakers,Suns,-105,-115
11/13,Nuggets,Trail Blazers,110,-130
11/13,76ers,Clippers,110,-130
11/13,Magic,Warriors,711,-1100
11/14,Celtics,Nets,-280,230
11/14,Raptors,Rockets,230,-280
11/14,Spurs,Mavericks,-260,210
11/15,Wizards,Heat,110,-130
11/15,Jazz,Knicks,145,-170
11/15,Kings,Hawks,170,-200
11/15,Spurs,Timberwolves,175,-210
11/15,Cavaliers,Hornets,-110,-110
11/15,Raptors,Pelicans,130,-150
11/15,Bulls,Thunder,750,-1200
11/15,Pacers,Grizzlies,130,-150
11/15,Pistons,Bucks,160,-190
11/15,Magic,Trail Blazers,180,-220
11/15,76ers,Lakers,-170,145
11/16,Warriors,Celtics,-310,250
11/16,Rockets,Suns,-1000,650
11/17,Pistons,Pacers,100,-120
11/17,Heat,Wizards,160,-190
11/17,Knicks,Raptors,270,-340
11/17,Clippers,Cavaliers,210,-260
11/17,Jazz,Nets,115,-135
11/17,Thunder,Spurs,-125,105
11/17,Hornets,Bulls,-280,230
11/17,Timberwolves,Mavericks,-250,200
11/17,Trail Blazers,Kings,-290,235
11/17,Pelicans,Nuggets,170,-200
11/17,Suns,Lakers,255,-320
11/18,Clippers,Hornets,170,-195
11/18,Jazz,Magic,220,-260
11/18,Warriors,76ers,-400,330
11/18,Celtics,Hawks,-260,220
11/18,Rockets,Grizzlies,-285,240
11/18,Bucks,Mavericks,-250,210
11/18,Kings,Trail Blazers,600,-800
11/19,Pacers,Heat,190,-240
11/19,Wizards,Raptors,210,-260
11/19,Warriors,Nets,-800,550
11/19,Pistons,Timberwolves,200,-250
11/19,Bulls,Suns,125,-145
11/19,Nuggets,Lakers,-200,170
11/20,Jazz,76ers,220,-270
11/20,Cavaliers,Pistons,-135,115
11/20,Timberwolves,Hornets,120,-140
11/20,Pacers,Magic,140,-160
11/20,Clippers,Knicks,-130,110
11/20,Trail Blazers,Grizzlies,-120,100
11/20,Wizards,Bucks,140,-160
11/20,Thunder,Pelicans,-150,130
11/20,Hawks,Spurs,350,-450
11/20,Celtics,Mavericks,-300,240
11/20,Nuggets,Kings,-240,190
11/21,Bulls,Lakers,185,-230
11/22,Wizards,Hornets,130,-150
11/22,Nets,Cavaliers,600,-900
11/22,Trail Blazers,76ers,155,-185
11/22,Clippers,Hawks,-150,130
11/22,Raptors,Knicks,-180,150
