11/01/2017,Bucks,Hornets,1610612749,1610612766,1,2.2,0.451,0.368,0.705,0.2,0.85,0.39,0.3,0.1,0.1,0.04,2.18,0.484,0.394,0.781,0.12,0.67,0.5,0.3,0.15,0.08,-0.05,145,-170
11/01/2017,Pacers,Cavaliers,1610612754,1610612739,0,2.19,0.466,0.331,0.781,0.17,0.72,0.45,0.34,0.11,0.09,-0.14,2.32,0.483,0.392,0.759,0.22,0.71,0.49,0.32,0.18,0.08,0.08,400,-550
11/01/2017,Hawks,76ers,1610612737,1610612755,1,2.21,0.455,0.38,0.673,0.22,0.74,0.53,0.37,0.19,0.08,-0.05,2.1,0.426,0.371,0.832,0.2,0.69,0.44,0.31,0.19,0.07,-0.17,260,-330
11/01/2017,Suns,Wizards,1610612756,1610612764,0,2.3,0.451,0.359,0.781,0.23,0.67,0.49,0.3,0.19,0.11,0.09,2.24,0.444,0.353,0.784,0.21,0.77,0.38,0.36,0.16,0.12,-0.19,525,-750
11/01/2017,Kings,Celtics,1610612758,1610612738,1,2.15,0.444,0.362,0.766,0.23,0.76,0.47,0.32,0.2,0.09,0.19,1.94,0.427,0.337,0.75,0.21,0.63,0.39,0.31,0.17,0.08,-0.26,600,-900
11/01/2017,Bulls,Heat,1610612741,1610612748,1,2.15,0.464,0.329,0.78,0.16,0.72,0.43,0.32,0.15,0.11,-0.04,1.88,0.389,0.311,0.769,0.22,0.78,0.43,0.34,0.12,0.09,-0.23,375,-500
11/01/2017,Rockets,Knicks,1610612745,1610612752,0,2.13,0.449,0.33,0.758,0.24,0.71,0.46,0.36,0.16,0.09,-0.07,2.21,0.44,0.314,0.8,0.19,0.73,0.44,0.33,0.16,0.1,0.07,-250,200
11/01/2017,Magic,Grizzlies,1610612753,1610612763,0,2.09,0.433,0.332,0.774,0.16,0.69,0.39,0.27,0.17,0.1,0.09,2.39,0.489,0.442,0.79,0.17,0.74,0.53,0.34,0.18,0.11,0.17,125,-145
11/01/2017,Timberwolves,Pelicans,1610612750,1610612740,0,2.23,0.464,0.336,0.758,0.21,0.73,0.51,0.36,0.18,0.11,-0.04,2.24,0.467,0.374,0.785,0.22,0.62,0.45,0.33,0.18,0.07,-0.09,115,-135
11/01/2017,Raptors,Nuggets,1610612761,1610612743,1,2.23,0.459,0.393,0.726,0.23,0.71,0.51,0.3,0.15,0.07,0.04,2.28,0.457,0.307,0.806,0.21,0.69,0.48,0.3,0.19,0.12,0.14,105,-125
11/01/2017,Trail Blazers,Jazz,1610612757,1610612762,1,2.01,0.454,0.368,0.81,0.17,0.7,0.44,0.37,0.2,0.14,0.07,2.2,0.424,0.396,0.813,0.26,0.77,0.39,0.3,0.14,0.13,0.14,145,-170
11/01/2017,Mavericks,Clippers,1610612742,1610612746,1,2.27,0.453,0.391,0.751,0.25,0.75,0.44,0.3,0.18,0.08,0.18,2.05,0.418,0.383,0.75,0.19,0.65,0.43,0.31,0.15,0.06,-0.21,425,-600
