11/01/2016,Rockets,Cavaliers,1610612745,1610612739,1,2.31,0.456,0.382,0.765,0.23,0.69,0.47,0.28,0.17,0.08,0.24,2.26,0.471,0.368,0.721,0.18,0.65,0.5,0.3,0.14,0.04,-0.03,420,-540
11/01/2016,Magic,76ers,1610612753,1610612755,0,1.88,0.424,0.339,0.732,0.11,0.75,0.45,0.35,0.13,0.16,-0.28,1.98,0.407,0.289,0.699,0.28,0.65,0.47,0.27,0.14,0.09,-0.22,-202,172
11/01/2016,Lakers,Pacers,1610612747,1610612754,1,2.23,0.459,0.382,0.761,0.21,0.69,0.53,0.3,0.18,0.14,-0.05,2.15,0.436,0.288,0.815,0.23,0.64,0.37,0.39,0.2,0.08,-0.13,355,-450
11/01/2016,Kings,Heat,1610612758,1610612748,1,2.06,0.438,0.384,0.681,0.2,0.74,0.45,0.31,0.12,0.13,0.06,2.06,0.447,0.319,0.785,0.17,0.66,0.44,0.31,0.13,0.08,-0.04,145,-165
11/01/2016,Knicks,Pistons,1610612752,1610612765,1,2.08,0.458,0.324,0.71,0.22,0.81,0.45,0.28,0.16,0.07,0.19,2.0,0.43,0.314,0.703,0.19,0.69,0.41,0.3,0.11,0.13,-0.24,150,-170
11/01/2016,Bucks,Pelicans,1610612749,1610612740,0,2.13,0.425,0.236,0.771,0.17,0.71,0.51,0.26,0.22,0.1,-0.19,2.11,0.441,0.287,0.823,0.2,0.73,0.52,0.26,0.19,0.1,-0.1,145,-165
11/01/2016,Grizzlies,Timberwolves,1610612763,1610612750,1,2.2,0.496,0.417,0.723,0.22,0.69,0.47,0.32,0.15,0.1,0.2,2.02,0.422,0.375,0.75,0.21,0.62,0.37,0.3,0.18,0.1,-0.15,285,-350
11/01/2016,Jazz,Spurs,1610612762,1610612759,0,2.19,0.45,0.423,0.862,0.23,0.7,0.45,0.25,0.16,0.12,0.2,1.98,0.451,0.364,0.793,0.15,0.69,0.38,0.3,0.14,0.11,0.0,435,-575
11/01/2016,Warriors,Trail Blazers,1610612744,1610612757,0,2.22,0.465,0.38,0.802,0.13,0.68,0.44,0.31,0.16,0.1,-0.1,2.37,0.486,0.293,0.814,0.16,0.73,0.62,0.32,0.2,0.09,0.04,-240,200
11/02/2016,Raptors,Wizards,1610612761,1610612764,0,2.05,0.476,0.255,0.761,0.17,0.6,0.44,0.36,0.2,0.09,-0.23,2.18,0.469,0.28,0.794,0.24,0.67,0.34,0.27,0.21,0.07,0.15,105,-125
