11/1/14,Mavericks,Pelicans,1610612742,1610612740,0,2.14,0.416,0.306,0.61,0.42,0.72,0.46,0.23,0.19,0.22,0.13,2.28,0.52,0.328,0.738,0.23,0.61,0.47,0.22,0.15,0.1,0.15,-105,-115
11/1/14,Grizzlies,Hornets,1610612763,1610612766,0,1.75,0.387,0.286,0.702,0.2,0.73,0.44,0.33,0.18,0.13,0,1.9,0.444,0.311,0.75,0.21,0.61,0.4,0.31,0.2,0.05,0.1,135,-160
11/1/14,Raptors,Magic,1610612761,1610612753,0,1.92,0.451,0.37,0.667,0.19,0.7,0.43,0.35,0.08,0.12,-0.26,2.26,0.405,0.255,0.802,0.32,0.7,0.41,0.2,0.18,0.14,0.21,-235,195
11/1/14,Heat,76ers,1610612748,1610612755,0,1.86,0.417,0.269,0.615,0.22,0.63,0.45,0.38,0.19,0.14,-0.29,2.3,0.488,0.404,0.769,0.22,0.6,0.55,0.31,0.26,0.03,0.31,-450,355
11/1/14,Bucks,Wizards,1610612749,1610612764,1,2.14,0.504,0.378,0.735,0.13,0.61,0.49,0.31,0.24,0.05,0.04,1.99,0.44,0.417,0.768,0.23,0.66,0.46,0.43,0.2,0.16,-0.01,355,-450
11/1/14,Pacers,Hawks,1610612754,1610612737,1,2.13,0.503,0.476,0.68,0.14,0.69,0.54,0.33,0.17,0.15,0.03,1.97,0.436,0.359,0.769,0.25,0.72,0.46,0.38,0.1,0.15,-0.04,500,-650
11/1/14,Nets,Pistons,1610612751,1610612765,0,1.81,0.402,0.219,0.657,0.22,0.69,0.39,0.24,0.07,0.09,-0.19,2.16,0.485,0.311,0.795,0.22,0.69,0.4,0.3,0.09,0.1,-0.04,130,-150
11/1/14,Celtics,Rockets,1610612738,1610612745,1,2.19,0.456,0.422,0.692,0.22,0.69,0.42,0.35,0.16,0.12,0.3,2.2,0.462,0.191,0.732,0.24,0.58,0.5,0.25,0.22,0.14,0.02,290,-350
11/1/14,Bulls,Timberwolves,1610612741,1610612750,0,2.1,0.462,0.412,0.744,0.29,0.63,0.44,0.32,0.17,0.08,0.01,2.13,0.478,0.372,0.793,0.17,0.68,0.41,0.35,0.11,0.17,0.13,-130,110
11/1/14,Nuggets,Thunder,1610612743,1610612760,1,1.95,0.434,0.246,0.78,0.19,0.72,0.46,0.39,0.15,0.09,-0.06,1.88,0.394,0.26,0.725,0.26,0.7,0.38,0.34,0.11,0.15,-0.01,-200,170
11/1/14,Suns,Jazz,1610612756,1610612762,1,2.17,0.46,0.304,0.838,0.28,0.59,0.4,0.31,0.17,0.08,-0.01,2.11,0.453,0.309,0.797,0.19,0.67,0.38,0.24,0.1,0.1,-0.01,-130,110
11/1/14,Lakers,Warriors,1610612747,1610612744,1,2.31,0.5,0.34,0.783,0.2,0.71,0.53,0.44,0.23,0.13,0.43,2.1,0.442,0.316,0.769,0.26,0.53,0.42,0.33,0.16,0.06,-0.35,900,-1500
11/2/14,Kings,Clippers,1610612758,1610612746,0,2.1,0.411,0.298,0.811,0.22,0.51,0.45,0.26,0.18,0.09,0.03,1.93,0.405,0.263,0.816,0.26,0.74,0.33,0.4,0.15,0.11,-0.02,380,-480
11/2/14,Raptors,Heat,1610612761,1610612748,1,2.28,0.491,0.395,0.756,0.22,0.63,0.52,0.33,0.22,0.06,0.24,2.22,0.425,0.254,0.742,0.28,0.6,0.35,0.2,0.17,0.13,0.1,110,-130
11/2/14,Hornets,Knicks,1610612766,1610612752,1,1.88,0.461,0.378,0.769,0.22,0.53,0.5,0.31,0.16,0.04,-0.11,1.81,0.412,0.32,0.711,0.19,0.7,0.43,0.31,0.17,0.1,-0.02,140,-165
